method,task,metric,value,cost_value
cap,shaping,procrustes_distance,0.727054271222847,0.727054271222847
cap,shaping,procrustes_distance,0.0007903788144486629,0.0007903788144486629
cap,shaping,procrustes_distance,0.8336317089728645,0.8336317089728645
cap,shaping,procrustes_distance,0.0001387507009894377,0.0001387507009894377
cap,shaping,procrustes_distance,0.8134078825644626,0.8134078825644626
cap,shaping,procrustes_distance,0.8102806244413296,0.8102806244413296
cap,shaping,procrustes_distance,0.4265099670637893,0.4265099670637893
cap,shaping,procrustes_distance,0.4529262491211106,0.4529262491211106
cap,shaping,procrustes_distance,0.34548051831715065,0.34548051831715065
cap,shaping,procrustes_distance,0.0002986263164201345,0.0002986263164201345
cap,shaping,procrustes_distance,0.7015852767994344,0.7015852767994344
cap,shaping,procrustes_distance,0.8541769301318599,0.8541769301318599
cap,shaping,procrustes_distance,0.6387711341445491,0.6387711341445491
cap,shaping,procrustes_distance,0.7215945953011802,0.7215945953011802
cap,shaping,procrustes_distance,0.6850614844486913,0.6850614844486913
cap,shaping,procrustes_distance,0.9628438528843711,0.9628438528843711
cap,shaping,procrustes_distance,0.5600395501916027,0.5600395501916027
cap,shaping,procrustes_distance,0.7902397327786719,0.7902397327786719
cap,shaping,procrustes_distance,0.0002157076789886744,0.0002157076789886744
cap,shaping,procrustes_distance,0.03837874865439508,0.03837874865439508
cap,shaping,procrustes_distance,0.869049714971674,0.869049714971674
cap,shaping,procrustes_distance,0.00023268008004788548,0.00023268008004788548
cap,shaping,procrustes_distance,0.6251957927591428,0.6251957927591428
cap,shaping,procrustes_distance,0.8253332278234401,0.8253332278234401
cap,shaping,procrustes_distance,0.0021691014753304756,0.0021691014753304756
cap,shaping,procrustes_distance,0.00035181166342717284,0.00035181166342717284
cap,shaping,procrustes_distance,0.0015774468418641486,0.0015774468418641486
cap,encircling,mean_distance_error,1.8004226797393497,1.8004226797393497
cap,encircling,mean_distance_error,0.04748569524119023,0.04748569524119023
cap,encircling,mean_distance_error,0.2923169489981342,0.2923169489981342
cap,encircling,mean_distance_error,1.8962772796002056,1.8962772796002056
cap,encircling,mean_distance_error,1.0978580476154558,1.0978580476154558
cap,encircling,mean_distance_error,2.1507239584979283,2.1507239584979283
cap,encircling,mean_distance_error,1.0080308532504763,1.0080308532504763
cap,encircling,mean_distance_error,2.4948638611192844,2.4948638611192844
cap,encircling,mean_distance_error,0.554612864674737,0.554612864674737
cap,encircling,mean_distance_error,0.02863372088150723,0.02863372088150723
cap,encircling,mean_distance_error,0.05633258061540031,0.05633258061540031
cap,encircling,mean_distance_error,0.04232332152743449,0.04232332152743449
cap,encircling,mean_distance_error,0.09512074023080407,0.09512074023080407
cap,encircling,mean_distance_error,0.6887617060731924,0.6887617060731924
cap,encircling,mean_distance_error,0.07757929412428542,0.07757929412428542
cap,encircling,mean_distance_error,0.06063144517870528,0.06063144517870528
cap,encircling,mean_distance_error,0.960421109708702,0.960421109708702
cap,encircling,mean_distance_error,0.16058253175113082,0.16058253175113082
cap,encircling,mean_distance_error,0.047592822085983366,0.047592822085983366
cap,encircling,mean_distance_error,0.04074830977399448,0.04074830977399448
cap,encircling,mean_distance_error,0.1564394249505886,0.1564394249505886
cap,encircling,mean_distance_error,0.841217712552844,0.841217712552844
cap,encircling,mean_distance_error,0.046293916932872735,0.046293916932872735
cap,encircling,mean_distance_error,0.020148793325574288,0.020148793325574288
cap,encircling,mean_distance_error,0.7743471249784452,0.7743471249784452
cap,encircling,mean_distance_error,0.06173936257052783,0.06173936257052783
cap,encircling,mean_distance_error,0.7553285872801895,0.7553285872801895
cap,encircling,mean_distance_error,1.9717701551707931,1.9717701551707931
cap,encircling,mean_distance_error,1.2833454835564855,1.2833454835564855
cap,encircling,mean_distance_error,0.05422287002371917,0.05422287002371917
cap,encircling,mean_distance_error,0.017677803161831502,0.017677803161831502
cap,encircling,mean_distance_error,0.07491530734345873,0.07491530734345873
cap,encircling,mean_distance_error,0.8500329589883635,0.8500329589883635
cap,encircling,mean_distance_error,0.05492316644189584,0.05492316644189584
cap,encircling,mean_distance_error,0.5985726386685016,0.5985726386685016
cap,encircling,mean_distance_error,0.404181905787451,0.404181905787451
cap,encircling,mean_distance_error,0.040745950503767205,0.040745950503767205
cap,encircling,mean_distance_error,1.4788937537677063,1.4788937537677063
cap,encircling,mean_distance_error,1.6124855531667839,1.6124855531667839
cap,encircling,mean_distance_error,0.8566236245662081,0.8566236245662081
cap,encircling,mean_distance_error,1.9495280995824877,1.9495280995824877
cap,encircling,mean_distance_error,2.8135795872697904,2.8135795872697904
cap,encircling,mean_distance_error,1.7962384054521074,1.7962384054521074
cap,encircling,mean_distance_error,1.0303435805734902,1.0303435805734902
cap,encircling,mean_distance_error,2.4252505797160127,2.4252505797160127
cap,encircling,mean_distance_error,1.5218968998608287,1.5218968998608287
cap,encircling,mean_distance_error,0.042545989490876825,0.042545989490876825
cap,encircling,mean_distance_error,0.4791641261624407,0.4791641261624407
cap,encircling,mean_distance_error,2.327521920434421,2.327521920434421
cap,encircling,mean_distance_error,0.08340965515768173,0.08340965515768173
cap,encircling,mean_distance_error,0.06491953557290464,0.06491953557290464
cap,encircling,mean_distance_error,0.06881938727391151,0.06881938727391151
cap,encircling,mean_distance_error,1.2826727952381682,1.2826727952381682
cap,encircling,mean_distance_error,0.022814777587217932,0.022814777587217932
cap,encircling,mean_distance_error,0.03620422235485099,0.03620422235485099
cap,encircling,mean_distance_error,2.0284536576105623,2.0284536576105623
cap,encircling,mean_distance_error,0.06853198642202431,0.06853198642202431
cap,encircling,mean_distance_error,0.06199970525551605,0.06199970525551605
cap,encircling,mean_distance_error,1.021837661232611,1.021837661232611
cap,encircling,mean_distance_error,1.2855755746845456,1.2855755746845456
cap,encircling,mean_distance_error,0.5236920225394361,0.5236920225394361
cap,encircling,mean_distance_error,0.5316545537269431,0.5316545537269431
cap,encircling,mean_distance_error,0.7489237872216202,0.7489237872216202
cap,encircling,mean_distance_error,0.06818528609221769,0.06818528609221769
cap,encircling,mean_distance_error,1.1647492494612355,1.1647492494612355
cap,encircling,mean_distance_error,2.0017414434187306,2.0017414434187306
cap,encircling,mean_distance_error,2.435617236345841,2.435617236345841
cap,encircling,mean_distance_error,1.009747609679868,1.009747609679868
cap,encircling,mean_distance_error,2.3481637524892136,2.3481637524892136
cap,encircling,mean_distance_error,1.2220989935836855,1.2220989935836855
cap,encircling,mean_distance_error,0.2678950890720105,0.2678950890720105
cap,encircling,mean_distance_error,1.406632555316172,1.406632555316172
cap,encircling,mean_distance_error,2.404358355930816,2.404358355930816
cap,encircling,mean_distance_error,0.2473034855009608,0.2473034855009608
cap,encircling,mean_distance_error,1.6561014135680996,1.6561014135680996
cap,encircling,mean_distance_error,2.3277615374300322,2.3277615374300322
cap,encircling,mean_distance_error,0.41737380140394315,0.41737380140394315
cap,encircling,mean_distance_error,0.35180876746047646,0.35180876746047646
cap,encircling,mean_distance_error,0.027187069508809336,0.027187069508809336
cap,encircling,mean_distance_error,1.228417239718264,1.228417239718264
cap,encircling,mean_distance_error,1.3088573794891305,1.3088573794891305
cap,encircling,mean_distance_error,0.6229125989642383,0.6229125989642383
cap,encircling,mean_distance_error,2.066291581221352,2.066291581221352
cap,encircling,mean_distance_error,0.34324138196288456,0.34324138196288456
cap,encircling,mean_distance_error,0.6331075440446161,0.6331075440446161
cap,encircling,mean_distance_error,1.2916067206092134,1.2916067206092134
cap,encircling,mean_distance_error,1.6606225082755615,1.6606225082755615
cap,encircling,mean_distance_error,0.04092002696504123,0.04092002696504123
cap,encircling,mean_distance_error,0.5928332137616844,0.5928332137616844
cap,encircling,mean_distance_error,0.04766573614365014,0.04766573614365014
cap,covering,area_ratio,1.1160890736663716,-0.11608907366637156
cap,covering,variance_nearest_neighbor_distance,0.01417968990018861,0.01417968990018861
cap,covering,area_ratio,0.16391663863686473,0.8360833613631353
cap,covering,variance_nearest_neighbor_distance,0.0003399002594041205,0.0003399002594041205
cap,covering,area_ratio,1.393408518142855,-0.39340851814285505
cap,covering,variance_nearest_neighbor_distance,0.00479450022424719,0.00479450022424719
cap,covering,area_ratio,0.8866938865735537,0.11330611342644625
cap,covering,variance_nearest_neighbor_distance,0.0005516802636832797,0.0005516802636832797
cap,covering,area_ratio,1.3947809817240564,-0.3947809817240564
cap,covering,variance_nearest_neighbor_distance,0.0029966329779111713,0.0029966329779111713
cap,covering,area_ratio,0.6465302923081824,0.3534697076918176
cap,covering,variance_nearest_neighbor_distance,0.06854487867077541,0.06854487867077541
cap,covering,area_ratio,1.0022600804466453,-0.002260080446645274
cap,covering,variance_nearest_neighbor_distance,0.31806548600450124,0.31806548600450124
cap,covering,area_ratio,0.3286347706419119,0.6713652293580881
cap,covering,variance_nearest_neighbor_distance,0.004802189557017971,0.004802189557017971
cap,covering,area_ratio,0.8851441655569258,0.11485583444307423
cap,covering,variance_nearest_neighbor_distance,0.13249053646982653,0.13249053646982653
cap,covering,area_ratio,0.3564154061043878,0.6435845938956122
cap,covering,variance_nearest_neighbor_distance,0.0016060627060023728,0.0016060627060023728
cap,covering,area_ratio,1.2708603830448617,-0.2708603830448617
cap,covering,variance_nearest_neighbor_distance,0.030041598294943503,0.030041598294943503
cap,covering,area_ratio,0.9179843277879945,0.08201567221200545
cap,covering,variance_nearest_neighbor_distance,0.029192403823162346,0.029192403823162346
cap,covering,area_ratio,0.06147352006078964,0.9385264799392103
cap,covering,variance_nearest_neighbor_distance,0.005703004439417701,0.005703004439417701
cap,covering,area_ratio,0.7268217064928456,0.2731782935071544
cap,covering,variance_nearest_neighbor_distance,0.13321441007099316,0.13321441007099316
cap,covering,area_ratio,0.09150966009093944,0.9084903399090606
cap,covering,variance_nearest_neighbor_distance,0.0012917921769028003,0.0012917921769028003
cap,covering,area_ratio,0.8926796509894173,0.10732034901058274
cap,covering,variance_nearest_neighbor_distance,0.09337130456482383,0.09337130456482383
cap,covering,area_ratio,0.9197268109770489,0.08027318902295111
cap,covering,variance_nearest_neighbor_distance,0.07979093263777137,0.07979093263777137
cap,covering,area_ratio,0.28088375151909245,0.7191162484809075
cap,covering,variance_nearest_neighbor_distance,0.008333854584028808,0.008333854584028808
cap,covering,area_ratio,1.4667159635294906,-0.46671596352949063
cap,covering,variance_nearest_neighbor_distance,0.20230185462124034,0.20230185462124034
cap,covering,area_ratio,0.023244693615753893,0.9767553063842461
cap,covering,variance_nearest_neighbor_distance,0.000222972109229357,0.000222972109229357
cap,covering,area_ratio,0.028817816872093237,0.9711821831279067
cap,covering,variance_nearest_neighbor_distance,0.0003564895798860041,0.0003564895798860041
cap,covering,area_ratio,0.4125363559920527,0.5874636440079473
cap,covering,variance_nearest_neighbor_distance,0.09297794441036945,0.09297794441036945
cap,covering,area_ratio,0.22282498314002294,0.777175016859977
cap,covering,variance_nearest_neighbor_distance,0.0032224994085684657,0.0032224994085684657
cap,covering,area_ratio,0.9376366825496191,0.06236331745038093
cap,covering,variance_nearest_neighbor_distance,0.0068560570558140075,0.0068560570558140075
cap,covering,area_ratio,0.15684214446497793,0.8431578555350221
cap,covering,variance_nearest_neighbor_distance,0.00025690533043008605,0.00025690533043008605
cap,covering,area_ratio,0.9142381255511595,0.08576187444884054
cap,covering,variance_nearest_neighbor_distance,0.0005290150134683424,0.0005290150134683424
cap,covering,area_ratio,0.942338318260202,0.05766168173979802
cap,covering,variance_nearest_neighbor_distance,0.0004069850704180879,0.0004069850704180879
cap,covering,area_ratio,1.359417838116749,-0.359417838116749
cap,covering,variance_nearest_neighbor_distance,0.0005819702915556095,0.0005819702915556095
cap,covering,area_ratio,0.9061197369851431,0.09388026301485686
cap,covering,variance_nearest_neighbor_distance,0.0006137821857990589,0.0006137821857990589
cap,covering,area_ratio,1.3728759915535766,-0.37287599155357665
cap,covering,variance_nearest_neighbor_distance,0.0015043313503152677,0.0015043313503152677
cap,covering,area_ratio,0.9328375917488889,0.06716240825111108
cap,covering,variance_nearest_neighbor_distance,0.0004189331320886186,0.0004189331320886186
cap,covering,area_ratio,0.16150880942288426,0.8384911905771157
cap,covering,variance_nearest_neighbor_distance,0.00022419808748936213,0.00022419808748936213
cap,covering,area_ratio,1.233932518042428,-0.2339325180424281
cap,covering,variance_nearest_neighbor_distance,0.01712509284414998,0.01712509284414998
cap,covering,area_ratio,0.9599315140960053,0.0400684859039947
cap,covering,variance_nearest_neighbor_distance,0.008396194037577489,0.008396194037577489
cap,covering,area_ratio,1.3750317299046297,-0.37503172990462974
cap,covering,variance_nearest_neighbor_distance,0.001489178828878315,0.001489178828878315
cap,covering,area_ratio,1.2527689228818135,-0.2527689228818135
cap,covering,variance_nearest_neighbor_distance,0.01234572678248625,0.01234572678248625
cap,covering,area_ratio,0.8977760584294537,0.10222394157054626
cap,covering,variance_nearest_neighbor_distance,0.002297428880423526,0.002297428880423526
cap,covering,area_ratio,1.4068552126770808,-0.4068552126770808
cap,covering,variance_nearest_neighbor_distance,0.0012986507051467614,0.0012986507051467614
cap,covering,area_ratio,1.378546828515933,-0.378546828515933
cap,covering,variance_nearest_neighbor_distance,0.0014149530694770901,0.0014149530694770901
cap,covering,area_ratio,0.9587035051239802,0.04129649487601983
cap,covering,variance_nearest_neighbor_distance,0.006526705107802502,0.006526705107802502
cap,covering,area_ratio,1.2174053015783497,-0.2174053015783497
cap,covering,variance_nearest_neighbor_distance,0.06740597450554185,0.06740597450554185
cap,covering,area_ratio,1.3919923284982039,-0.39199232849820387
cap,covering,variance_nearest_neighbor_distance,0.006280706457033638,0.006280706457033638
cap,covering,area_ratio,1.6716781154692308,-0.6716781154692308
cap,covering,variance_nearest_neighbor_distance,0.2573635767175991,0.2573635767175991
cap,covering,area_ratio,1.3334683869524548,-0.33346838695245484
cap,covering,variance_nearest_neighbor_distance,0.03444939424647886,0.03444939424647886
cap,covering,area_ratio,1.0963783548331247,-0.09637835483312474
cap,covering,variance_nearest_neighbor_distance,0.2999149799589561,0.2999149799589561
cap,covering,area_ratio,0.901567156521731,0.09843284347826897
cap,covering,variance_nearest_neighbor_distance,0.0001914384963585581,0.0001914384963585581
cap,covering,area_ratio,1.414598887164336,-0.414598887164336
cap,covering,variance_nearest_neighbor_distance,0.002755550216938296,0.002755550216938296
